id	name	address	zip	city_hotel	cc1	ufi	class	currencycode	minrate	maxrate	preferred	nr_rooms	longitude	latitude	public_ranking	hotel_url	photo_url	desc_en	desc_fr	desc_es	desc_de	desc_nl	desc_it	desc_pt	desc_ja	desc_zh	desc_pl	city_unique	city_preferred	continent_id	

15569	Cuningham's Island Guest House	cnr Kingsway & Church Square	6570	Knysna 	za	-1246436	3.0	ZAR	595	1400		7	23.062967	-34.067206	48614	http://www.booking.com/hotel/za/cuningham-s-island-guest-house.html	http://aff.bstatic.com/images/hotel/org/995/995533.jpg	Located on scenic Leisure Isle, close to Knysna's only beach - Bollard Bay, this guesthouse offers relaxed beach house living in combination with knowledgeable and friendly service.		Ubicado en Leisure Isle, cerca de la única playa de Knysna, Bollard Bay, este hotel ofrece un ambiente de casa de playa y un servicio agradable y profesional.								knysna	Knysna	5	\

19263	Halstead House Guest House	1 Halstead Lane	6170	Port Alfred	za	-1273436	4.0	ZAR	390	1500		8	26.897266	-33.590573	34538	http://www.booking.com/hotel/za/halstead-house-guest-house.html	http://aff.bstatic.com/images/hotel/org/120/1201614.jpg	Blending comfort and stylish designs, this turn-of-the-century homestead offers guests affordable accommodation in the heart of Port Alfred, and is situated within close proximity to the main beaches and restaurants.				Het Halstead House Guest House biedt een combinatie van comfort en een stijlvol interieur. Deze boerenhoeve van rond de eeuwwisseling biedt betaalbare accommodatie in het hart van Port Alfred.						port-alfred	Port Alfred	5	\

171308	Protea Hotel Franschhoek	33/34 Huguenot Road	494	Franschhoek	za	-1228880	4.0	ZAR	990	2425		30	19.1170373	-33.9067961	59079	http://www.booking.com/hotel/za/protea-franschhoek.html	http://aff.bstatic.com/images/hotel/org/184/1841817.jpg	Providing spacious, value-for-money accommodation, Protea Hotel Franschhoek overlooks the majestic mountains and famous vineyards of Franschhoek and is just a 10-minute walk from the town centre.				Protea Hotel Franschhoek biedt ruime accommodatie met een goede prijs-kwaliteitsverhouding. Het kijkt uit over de majestueuze bergen en de beroemde wijngaarden van Franschhoek en ligt op slechts 10 minuten lopen van het stadscentrum.						franschhoek	Franschhoek	5	\

49834	Leaves Lodge and Spa	1 Bergsalie Street	1200	Nelspruit	za	-1265314	5.0	ZAR	700	4600		9	30.9723204374313	-25.4915124665934	71826	http://www.booking.com/hotel/za/leaves-luxury-lodge-spa.html	http://aff.bstatic.com/images/hotel/org/179/1798793.jpg	Boasting breathtaking views of Nelspruit Nature Reserve, this luxurious lodge is just a short walk from the centre, yet it radiates a quiet and relaxed atmosphere.	Le Leaves Boutique Hotel & Spa offre des vues époustouflantes sur la réserve naturelle de Nelspruit. Ce pavillon de luxe est à quelques pas du centre-ville. Il bénéficie néanmoins d'une atmosphère calme propice à la relaxation.	Con impresionantes vistas a la Reserva Natural de Nelspruit, este alojamiento de lujo se encuentra a pocos pasos del centro, y presenta un ambiente tranquilo y relajado.	Diese luxuriöse Lodge mit Blick auf das Naturreservat Nelspruit trennen nur wenige Schritte von der Innenstadt. Dennoch erleben Sie hier ein ruhiges Ambiente und verbringen erholsame Tage.	Luxe lodge met adembenemend uitzicht op Nelspruit Natuurreservaat, op slechts een korte loopafstand van het centrum, maar met een rustige en ontspannen sfeer.	Dotato di viste mozzafiato sulla riserva naturale di Nelspruit, questo lussuoso complesso dista pochi passi dal centro e propone un'atmosfera tranquilla.	Com vistas deslumbrantes sobre a reserva natural de Nelspruit, este luxuoso alojamento fica a apenas uma curta caminhada do centro, e mesmo assim, irradia uma atmosfera tranquila e relaxante.	ネルスプロイト自然保護区（Nelspruit Nature Reserve）の美しい景色を誇る豪華なロッジです。市内中心部から徒歩わずかにもかかわらず、静かでリラックスできる環境に包まれています。  Leaves Lodge and Spaは、クルーガー国立公園（Kruger National Park）から車で短時間の場所にあり、一流のウェルネス施設を併設しています。温泉に浸かりながら自然保護区の風景を楽しんだり、マッサージを受けながら純粋な安らぎを満喫してください。 ...	纵观内尔斯普雷特自然保护区的壮丽景色，这家豪华的驿站距市中心仅短暂的步行距离，却洋溢着安宁祥和的气氛。  距克鲁格国家公园仅短暂车程，Leaves Luxury Lodge & Spa酒店设有一流的健身设施。您可边享用温泉浴边欣赏自然保护区的美景，或享受酒店提供的按摩服务以达到全身心的放松。  休息区设有真皮沙发和一架大钢琴，是放松的最佳场所。在露台上阅读报刊或在花园中漫步。果您也可在室外游泳池中畅游。  Leaves Luxury Lodge &...	Oferujący zapierające dech w piersiach widoki na rezerwat przyrody Nelspruit, ten luksusowy hotel usytuowany jest w spokojnej, przyjemnej okolic, ale jednocześnie w odległości krótkiego spaceru od centrum miasta.	nelspruit	Nelspruit	5	\

15185	Villa Atlantica	Rottingdean Road	8005	Camps Bay	za	900040022	4.0	ZAR	690	11500		6	18.3769922787258	-33.9628957812127	82705	http://www.booking.com/hotel/za/villa-atlantica.html	http://aff.bstatic.com/images/hotel/org/708/708230.jpg	With a private heated pool, beautiful views and well-equipped rooms, the newly built, self-catering Villa Atlantica in Camps Bay can accommodate up to 12 guests in total style and comfort.	Cette villa indépendante de construction récente située à Camps Bay peut accueillir 12 personnes dans le confort le plus total. Elle dispose d'une piscine chauffée, de chambres bien équipées et d'un point de vue magnifique.	Con una piscina privada climatizada, hermosas vistas y habitaciones completamente equipadas, este nuevo establecimiento en Camps Bay ofrece un alojamiento lleno de estilo y confort para un máximo de 12 personas.	Genießen Sie den privaten beheizten Pool, luxuriös ausgestattete Zimmer und einen einzigartigen Ausblick in der Villa für anspruchsvolle Selbstversorger in Camps Bay.	Het Villa Atlantica heeft een verwarmd privézwembad, schitterend uitzicht en goed uitgeruste kamers. Dit pas gebouwde hotel biedt stijlvolle en comfortabele woonruimte voor zelfstandig gebruik, geschikt voor maximaal 12 personen.	Con piscina privata riscaldata, viste stupende e camere ben equipaggiate, questo residence, recentemente costruito in Camps Bay può ospitare fino a 12 persone in un ambiente confortevole ed elegante.					camps-bay-za	Camps Bay	5	\

171246	Sea Paradise	Sands Road	6560	Wilderness	za	-1301295	4.0	ZAR	440	1300		7	22.5757670402527	-33.9953676711034	50151	http://www.booking.com/hotel/za/sea-paradise.html	http://aff.bstatic.com/images/hotel/org/171/1716954.jpg	Panoramic ocean views and beautiful natural surroundings await guests at this guest house, located only a few metres from Wilderness Beach and offering quality accommodation along the Garden Route.										wilderness	Wilderness	5	\

171297	La Familia Guest House	2 Roosevelt Road	3630	Pinetown, Durban	za	-1224926	3.0	ZAR	380	4000		7	30.8629882335663	-29.7937476153795	85138	http://www.booking.com/hotel/za/la-familia-guest-house.html	http://aff.bstatic.com/images/hotel/org/182/1823301.jpg	La Familia Guest House offers a convenient and spacious accommodation in a centrally located area in Padfield Park, Pinetown.  La Familia provide rooms with kitchenette, a comfortable seating area, and a personalised service.				La Familia Guest House biedt gemakkelijke en ruime accommodatie in een centraal gelegen gebied in Padfield Park, Pinetown.  La Familia biedt kamers met kitchenette, een comfortabele zithoek en een persoonlijke service.		A Casa de Hóspedes La Familia oferece acomodações convenientes e espaçosas numa área central em Padfield Park, Pinetown.  A La Familia oferece quartos com kitchenette, uma sala de estar confortável e um serviço personalizado.	La Familia Guest Houseは、パインタウン、パッドフィールド・パーク（Padfield Park）にある中心エリアに立地し、便利で広々とした宿泊施設です。  簡易キッチン、快適なシーティングエリア付き客室と、個々に合わせたサービスを提供しています。  ご宿泊のお客様は、快適なラウンジ、ダイニングエリア、バーベキュー付きエンターテイメントエリアを利用できます。ビジネスのお客様には、ワークスペースもご用意しています。 ...	La Familia Guest House酒店位于Pinetown的Padfield Park的中心，提供便利而宽敞的住宿。  La Familia酒店提供设有小厨房和舒适客厅的客房以及个性化的服务。  客人可以使用舒适的休息室、用餐区以及带烧烤设施的娱乐区。酒店亦为商务客人提供办公区。  出游或探索该地区一整天后，客人可以在La Familia酒店的花园周围散步或者享受轻松的按摩。  La Familia酒店的厨房员工将乐意应客人要求准备餐点，亦可提供外带午餐让您在出游时享用。  La...		durban	Durban	5	\

15152	O on Kloof	92 Kloof Road	8005	Bantry Bay, Cape Town	za	-1217214	0.0	ZAR	2020	5500		8	18.3827387626325	-33.9248677844527	91542	http://www.booking.com/hotel/za/o-on-kloof.html	http://aff.bstatic.com/images/hotel/org/181/1811896.jpg	O on Kloof is an oasis of serenity amidst bustling Cape Town, graced by splendid ocean and mountain views, nominated as one of the top 101 hotels in the world by Tatler magazine.	L'hôtel O on Kloof est une oasis de sérénité au cœur de la ville animée du Cap, avec de superbes vues sur l'océan et sur la montagne, classé parmi les 101 meilleurs hôtels du monde par le magazine Tatler.		Das O on Kloof ist eine Oase der Ruhe inmitten des geschäftigen Cape Town, gesegnet von wunderschöner Aussicht auf den Ozean und die Berge gehört es zu den vom Tatler Magazin gewählten 101 besten Hotels der Welt.					O on Kloof是繁华的开普敦城内的一个宁静的绿洲，享有独特的壮观的海景和山景，被 Tatler杂志杂志提名全世界最好的101间酒店之一。  该酒店时尚又创新的客房以对细节的关注给无数客人留下了深刻的印象。酒店内大量的色彩、高级面料的卧具和光滑的家具的组合将会吸引您。  这家精品酒店的独特性和其优势还体现在其便捷地交通连接上，从酒店可以轻松前往美妙的海滩和开普敦周围的其他景点，包括Sea Point、信号山和克利夫顿海滩等景点。 ...		cape-town	Cape Town	5	\

171331	Branley Lodge Bed and Breakfast	35 Hilltop Road, Hillcrest	3650	Durban	za	-1237182	3.0	ZAR	420	1700		4	30.7789727	-29.7755389	58141	http://www.booking.com/hotel/za/branley-lodge-bed-and-breakfast.html	http://aff.bstatic.com/images/hotel/org/191/1917414.jpg	Branley Lodge offers a cosy, country accommodation, in Hillcrest's quiet residential area, with easy access to both the M13 Highway and N3 Toll Road.										hillcrest	Hillcrest	5	\

171224	29 on St James Colonial Guest Lodge	29 St James Avenue, Westville	3630	Durban	za	-1224926	4.0	ZAR	650	2100		7	30.9276616573334	-29.84249584206	55672	http://www.booking.com/hotel/za/29-on-st-james-colonial-guest-house.html	http://aff.bstatic.com/images/hotel/org/162/1627554.jpg	29 on St James offers great facilities situated just 15 minutes drive from Durban International Airport, not far from Bergtheil Museum and Paradise Valley Nature Reserve.				29 op St. James biedt geweldige faciliteiten, gelegen op slechts 15 minuten rijden van Durban International Airport. Het ligt ook niet ver van Bergtheil Museum en Paradise Valley Nature Reserve.		O 29 on St James oferece excelentes instalações e está situado apenas a 15 minutos do Aeroporto Internacional de Durban, não muito longe do Museu Bergtheil e da Reserva Natural Vale Paraíso.	ダーバン国際空港（Durban International Airport）から車でわずか15分の場所にある優れた宿泊施設で、Bergtheil博物館、パラダイスバレー（Paradise Valley）自然保護区の近くに位置しています。  29 on St James Colonial Guest Lodgeは、ウェストヴィル（Westville）にあるビバリーヒルズ（Beverley...	设施精良的29 on St James宾馆距从德班国际机场仅15分钟车程，Bergtheil博物馆和天堂谷自然保护区也位于酒店附近。  St James Colonial Guest Lodge宾馆位于韦斯特维尔的贝弗利山的郊外住宅区，俯瞰德班山脊。宾馆四周环绕着土著花园，并设有迷人的岩石游泳池。花园适合轮椅通行。  宾馆宽敞的客房内设有座椅区。公共的空间包括一个带有大壁炉的休息区、主题酒吧、以及设有上网点的图书室。 ...		durban	Durban	5	\

15305	Airport Inn Bed and Breakfast	19 Halifax Road, Rhodesfield 	1620	Kempton Park 	za	-1243108	3.0	ZAR	550	3600		20	28.2334041595459	-26.1235768557749	99752	http://www.booking.com/hotel/za/emerald-guesthouse.html	http://aff.bstatic.com/images/hotel/org/138/1389940.jpg	Conveniently located less than a 5 minute drive from the international airport, our reasonably priced establishment is within easy reach of the motorways, providing swift access to the area.	Bien placé à moins de 5 minutes en voiture de l'aéroport, cet établissement abordable dispose d'un accès facile aux autoroutes et à la région environnante.  Les transferts aéroport sont néanmoins offerts.	Hotel ubicado a menos de 5 minutos en coche del aeropuerto internacional, con fácil acceso a las autopistas.   A pesar de su estratégica situación, incluye transporte gratuito al aeropuerto.			Convenientemente situato a meno di cinque minuti di macchina dall'aeroporto internazionale, il nostro complesso con tariffe convenienti sorge nei pressi delle autostrade, che permettono di raggiungere qualsiasi area facilmente.					kempton-park	Kempton Park	5	\

16556	Guesthouse Threebees	Horridus Place 10	0159	Pretoria	za	-1273769	3.0	ZAR	295	1800		11	28.266219	-25.690562	84577	http://www.booking.com/hotel/za/b-b-b-guesthouse-threebees.html	http://aff.bstatic.com/images/hotel/org/110/1108881.jpg	Situated in the city of Pretoria, overlooking the quiet suburb of Montana, this guest house offers guests a cosy and secure base from which to explore the area.								这家旅馆位于Pretoria市区，俯瞰着Montana郊外幽静的风景，为客人提供温馨而安全的环境，方便客人游览周围景观。  经高速公路可方便抵达Guesthouse Threebees旅馆。该旅馆靠近多个购物中心和餐厅。您可以在露台酒廊享受阳光的滋润或者在温水游泳池里畅游。友善的主人将会在机场迎接您并帮助您租赁车辆，以方便您游览城市景观。 ...		pretoria	Pretoria	5	\

171311	Cape Nelson Guest House	18 Mount Nelson Road	8005	Cape Town 	za	-1217214	4.0	ZAR	550	2475		6	18.3953	-33.91297	98226	http://www.booking.com/hotel/za/cape-nelson-guest-house.html	http://aff.bstatic.com/images/hotel/org/184/1843697.jpg	Located in the heart of Sea Point, just a short stroll from the seafront,  V&A Waterfront, this guest house offers luxurious accommodation with surrounding gardens.  Free parking and internet access is available.								酒店位于Sea Point的中心，漫步不远可抵达V&A Waterfront海滨区，为您提供豪华的住宿，四周均是花园围绕。  酒店提供免费停车位和网络连接。每一间客房和套房都布置舒适，享有现代风格。客人可以在露台上享用早餐，或到游泳池清爽地泡一泡。您也可预订附近健康中心的治疗服务，让您在Cape Nelson Guest House酒店的住宿更轻松舒服。  Cape Nelson酒店的客人参加许多本区的活动，其中包括远足、潜水和参观游览。忙碌了一天之后，您可回到Cape...		cape-town	Cape Town	5	\

15617	Treehaven	45 Hanois Crescent	6600	Plettenberg Bay	za	-1273101	3.0	ZAR	600	2000		5	23.364153	-34.066236	40726	http://www.booking.com/hotel/za/treehaven.html	http://aff.bstatic.com/images/hotel/org/998/998797.jpg	Surrounded by indigenous gardens, a haven for bird watching and nature enthusiasts, this 3-star establishment offers self catering accommodation not far from the golden beaches of Plettenberg Bay.										plettenberg-bay	Plettenberg Bay	5	\

15184	Onze Rust Guesthouse	Vlaeberg Road	7600	Stellenbosch	za	-1225758	4.0	ZAR	570	1700		10	18.7512632423322	-33.9747332518965	16571	http://www.booking.com/hotel/za/onze-rust-guesthouse.html	http://aff.bstatic.com/images/hotel/org/185/1852045.jpg	With historic buildings dating back to 1715, this guest house’s unique setting in the heart of the Cape Winelands provides the perfect tranquil setting for restoring your energy and vision.		Con edificios históricos que datan de 1715, este hostal disfruta de una ubicación única en el corazón de las tierras del vino del Cabo, que proporciona el lugar perfecto para recuperar las fuerzas y la tranquilidad.	In einem historischen Gebäude aus dem Jahr 1715, umgeben von herrlicher natürlicher Schönheit im Herzen von Kap Weinland finden Sie die ideale ruhige Umgebung, Körper und Geist zu revitalisieren.							eersterivier	Eersterivier	5	\

15454	Protea Hotel Marine	Marine Drive	6001	Summerstrand, Port Elizabeth	za	-1273448	4.0	ZAR	1900	2425		98	25.6667447090149	-33.984052359141	24900	http://www.booking.com/hotel/za/protea-marine.html	http://aff.bstatic.com/images/hotel/org/930/930238.jpg	Protea Marine offers glorious ocean views within walking distance of Port Elizabeth, the “Friendly City” of the Eastern Cape coast and a favourite destination along South Africa’s Garden Route.				Het Protea Marine biedt een adembenemend uitzicht over de zee en ligt op loopafstand van Port Elizabeth, de “Friendly City” aan de Oost-Kaap, een zeer populaire bestemming aan de Zuid-Afrikaanse Tuinroute.						port-elizabeth	Port Elizabeth	5	\

15410	Sandton Suites	77 Grayston Drive	2196	Sandton, Johannesburg	za	-1240261	4.0	ZAR	850	10000		15	28.051689863205	-26.0999932656936	91957	http://www.booking.com/hotel/za/sandton-suites.html	http://aff.bstatic.com/images/hotel/org/172/1721686.jpg	Offering an affordable alternative to hotel living, these suites are located in a modern complex in Johannesburg, close to Nelson Mandela Square.	Offrant une alternative abordable à l'hébergement en hôtel, ces suites sont situées dans un complexe moderne de Johannesburg, à proximité de la place Nelson Mandela.	Ofreciendo una alternativa asequible al alojamiento en hotel, estas suites están ubicadas en un moderno complejo en Johannesburgo, cerca de la Plaza de Nelson Mandela.		Deze suites bieden een betaalbaar alternatief voor hotelaccommodatie. Ze zijn gevestigd in een modern complex in Johannesburg, nabij het Nelson Mandelaplein.	Queste suite offrono una valida e conveniente alternativa alla sistemazione in albergo. Si trovano all'interno di un complesso moderno di Johannesburg, vicino alla piazza Nelson Mandela.	Oferecendo uma alternativa acessível à acomodação de hotel, essas suites estão localizadas num complexo moderno de Joanesburgo, perto da Praça Nelson Mandela.	ネルソン・マンデラ・スクウェア付近にあるヨハネスブルグのモダンな建物に位置する、ホテル生活に代わるお手頃料金のスイートです。  南半球最大のショッピングセンターのひとつであるサントン・シティからわずか数分のSandton Suitesでは、安全で快適な宿泊施設を提供しています。  屋外プールやジムを利用できます。運動後は、バーで爽やかなドリンクをお楽しみください。館内レストランも併設しています。 ...	这些套房位于约翰内斯堡一幢现代化的综合建筑内，靠近内尔森曼德拉广场，在酒店住宿之外为您提供另一种优惠的住宿选择。  Sandton Suites套房距离南半球最大的购物中心之一——Sandton City仅数分钟路程，为客人提供安全而又舒适的住宿环境。  您可以使用室外游泳池和健身房。在进行了大运动量的锻炼之后，您可以前往酒吧享用清凉的饮料。Sandton Suites套房也拥有一间餐厅。  客人可以使用套房内设施齐全的厨房亲自准备餐点。每间套房都拥有宽敞的休息和起居区以及一个私人阳台。	Apartamenty Sandton Suites oferują Państwu niedrogą alternatywę dla tradycyjnego zakwaterowania w hotelu. Mieszczą się one w nowoczesnym kompleksie w Johannesburgu, blisko placu Nelsona Mandeli.	johannesburg	Johannesburg	5	\

171241	Turnberry Lodge & Tavern	130 St. John Street	6620	Oudtshoorn	za	-1270304	4.0	ZAR	525	1200		22	22.201239	-33.5903496	52918	http://www.booking.com/hotel/za/turnberry-lodge-tavern.html	http://aff.bstatic.com/images/hotel/org/174/1740630.jpg	Set in the picturesque surroundings of Oudtshoorn, this smart hotel provides an elegant venue for your visit to Klein Karoo and the Western Cape.										oudtshoorn	Oudtshoorn	5	\

15191	The Devon Valley Hotel	Devon Valley Road 	7604	Stellenbosch	za	-1287082	4.0	ZAR	845	1760		50	18.8146555423737	-33.9033248339611	57243	http://www.booking.com/hotel/za/the-devon-valley.html	http://aff.bstatic.com/images/hotel/org/211/2114552.jpg	Hidden away in a shaded, green and peaceful corner of the Stellenbosch Winelands lies this hotel which rewards weary travellers and casual visitors with an oasis of relaxation.	Cet hôtel est caché dans un coin vert, paisible et ombragé des terres viticoles de Stellenbosch. C'est une véritable oasis de relaxation pour le voyageur fatigué et le visiteur occasionnel.	Escondido en un lugar sombreado, verde y tranquilo en algún lugar de las tierras del vino de Stellenbosch, se encuentra este hotel que ofrece a los cansados viajeros y a los visitantes ocasionales un oasis de relajación.	Das Devon Valley Hotel liegt versteckt in einem schattigen, grünen und ruhigen Winkel des Weingebietes Stellenbosch und es bietet müden Reisenden und Besuchern eine Oase der Entspannung.					这家酒店隐蔽于Stellenbosch Winelands一个阴凉的、绿意盎然的、安宁的角落，为困乏的旅行者和休闲游客提供一片放松的绿洲。  酒店的历史可以追溯到1947年，多年来一直是清新而又安宁的中途停靠站、婚礼庆典的举办场所以及与朋友留下难忘的回忆的度假地点。  您可以欣赏壮丽的山谷和群山的景色，享受片刻的安宁。Devon Valley Hotel酒店的每一处都将为您带来令人愉快的惊喜，并且为您提供真正的最好的热情招待。		stellenbosch	Stellenbosch	5	\

171209	Sica's Guest House	19 Owen Avenue, Westridge	4091	Durban	za	-1224926	4.0	ZAR	750	920		46	30.98424	-29.86679	50145	http://www.booking.com/hotel/za/sicas-guest-house.html	http://aff.bstatic.com/images/hotel/org/160/1600831.jpg	This 4-star guesthouse provides convenient accommodation on a 3 acre property in Dubran’s Berea, with easy access to beaches, shopping malls, and Durban harbour.				Dit viersterrenpension biedt comfortabele accommodatie op een 3 hectare groot landgoed in Dubran, Berea om precies te zijn, met gemakkelijke toegang tot de stranden, winkelcentra en de haven van Durban.		Esta casa de hóspedes de 4 estrelas oferece acomodações convenientes numa propriedade de 1.2 hectares na zona de Berea, em Durban, com fácil acesso às praias, centros comerciais, e porto de Durban.	ダーバンのBereaにある3エーカーの敷地内に立地する4つ星ゲストハウスです。便利な客室を提供し、ビーチ、ショッピングモール、ダーバン港へ容易にアクセスできます。  ベッド＆ブレックファーストのSica's Guest Houseでは、それぞれに趣の異なる装飾が施された客室を提供しています。室内には、専用バスルーム、テレビ、インターネットケーブル接続が備わります。  屋外プールで水泳をお楽しみください。豊富な品揃えのバーやラウンジにてリラックスできます。投光照明付のテニスコートも併設しています。...	这家四星级的宾馆位于德班的Berea地区，酒店占地3英亩，设有方便舒适的住宿，从酒店您可便捷地抵达海滩、购物商场和德班港。  Sica's Guest House宾馆提供床和早餐式的住宿、以及个性化连接浴室客房，房内设有电视和有线互联网连接。  客人可以在室外游泳池内游泳，或在藏酒丰富的酒吧或休息室内休憩放松。网球爱好者可以享用灯光网球场。  Sica's Guest...		durban	Durban	5	\

171228	Rusthuiz Guest House	13 Piet Retief Road	7599	Stellenbosch 	za	-1287082	4.0	ZAR	825	2000		7	18.8608881	-33.9439372	71022	http://www.booking.com/hotel/za/rusthuiz-guest-house.html	http://aff.bstatic.com/images/hotel/org/164/1641675.jpg	Situated in the picturesque town of Stellenbosch, nestled in a beautiful Victorian-style garden, this guest house welcomes guests looking to experience genuine South African hospitality.				Dit pension ligt in het pittoreske stadje Stellebosch, in een prachtige Victoriaanse tuin. Het is ideaal voor gasten die op zoek zijn naar Zuid-Afrikaanse gastvrijheid.						stellenbosch	Stellenbosch	5	\

15475	Elephant's Nest	Oorwinning Street 874/19	1270	Graskop, Mpumalanga	za	-1232685	0.0	ZAR	600	2000		4	30.8426678180695	-24.924815880759	13861	http://www.booking.com/hotel/za/elephant-s-nest.html	http://aff.bstatic.com/images/hotel/org/973/973146.jpg	Situated in Graskop, Mpumalanga, Elephant's Nest is within 50 km of all main attractions, the major one being Kruger National Park.  The property is only 65km from Nelspruit Mbombela, one of the 2010 World Cup football stadiums.	L'Elephant's Nest vous accueille à Graskop, dans la province du Mpumalanga. Il vous place à 50 kilomètres des principaux sites touristiques, dont le plus important, le parc national Kruger.	Hotel situado en Graskop, Mpumalanga, a 50 km de los principales lugares de interés, incluyendo el parque nacional Kruger.  Dispone de 5 habitaciones con cuarto de baño, entrada privada, porche y jardín, decoradas con buen gusto y bien amuebladas.	Das Hotel in Graskop, Mpumalanga liegt nur 50 km von den bedeutendsten Attraktionen entfernt, von denen der Krüger Nationalpark der Wichtigste ist. Das Hotel liegt nur 65 km von Nelspruit Mbombela, einem der Fußballstadien der WM 2010 entfernt.	Elephant's' Nest ligt in Graskop, Mpumalanga, op minder dan 50 km van grote bezienswaardigheden, met ook het fantastische Kruger Park. Het ligt op 65 km slechts van Nelspruit Mbombela, een van de stadions waar tijdens het WK2010 gevoetbald wordt.	Situato a Graskop, Mpumalanga, l'hotel si trova nel raggio di 50 km da tutte le attrazioni principali, che includono il parco nazionale di Kruger. Dista 65 km da Nelspruit Mbombela, uno degli stadi che ospitarà i Mondiali di calcio 2010.	Situado em Graskop, Mpumalanga, o Elephant's Nest está a 50 km de todas as atracções principais, sendo a maior delas o Parque Nacional Kruger.			Hotel znajduje się w mieście Graskop (prowincja Mpumalanga), w odległości 50 km od wszystkich popularnych atrakcji turystycznych, z których najważniejszą jest Park Narodowy Kruger.	graskop	Graskop	5	\

17711	Blue Oyster Bed and Breakfast	11 Rio Street, Heuwelkruin 	6570	Knysna	za	-1246436	4.0	ZAR	430	1150		4	23.0718898773193	-34.0405693964711	70016	http://www.booking.com/hotel/za/blue-oyster-bed-and-breakfast.html	http://aff.bstatic.com/images/hotel/org/111/1117054.jpg	Perched on a pristine hill overlooking the picturesque Southern Cape town of Krysna, this Bed and Breakfast offers stunning 180-degree views of the gorgeous lagoon, striking heads and surrounding mountains.										knysna	Knysna	5	\

15258	4-Heaven Guest House	Helderberg College Road 207	7130	Somerset West	za	-1285082	4.0	ZAR	750	1450		5	18.8444066047668	-34.0550416641404	41140	http://www.booking.com/hotel/za/shepherd-s-land-country-house.html	http://aff.bstatic.com/images/hotel/org/748/748376.jpg	Providing plenty of outdoor activities and beautifully appointed rooms, this luxury guesthouse offers unique country living in the heart of South Africa's Cape Winelands, within easy distance of Cape Town.										somerset-west	Somerset West	5	\

19416	Cape Heritage Hotel	90 Bree Street	8000	Cape Town 	za	-1217214	4.0	ZAR	1320	3745		17	18.41646	-33.922568	88668	http://www.booking.com/hotel/za/cape-heritage.html	http://aff.bstatic.com/images/hotel/org/121/1217260.jpg	Located in the historic heart of Cape Town on Heritage Square, this luxury 4-star boutique hotel offers intimate and luxurious accommodation at a fantastic location.	Situé dans le cœur historique du Cap sur la Heritage Square, cet hôtel de luxe 4 étoiles propose un hébergement intime et luxueux.		Im historischen Herzen von Kapstadt am Heritage Square bietet Ihnen das luxuriöse 4-Sterne-Hotel im Boutique-Stil eine gemütliche und luxuriöse Unterkunft in hervorragender Lage.					Cape Heritage Hotel酒店位于开普敦Heritage Square（古迹广场）的历史中心，这家四星级的精品酒店在美妙的地点为您提供亲密和豪华的住宿。  酒店结合旧世界的魅力以及现代化设施，提供舒适、典雅的客房，配备空调并且拥有设施齐全的浴室。  您可以在酒店庭院享用早餐或是在装修舒适、温馨的休息室阅读藏书。  从Cape Heritage Hotel酒店可以轻松前往城市热闹的街道生活、商业区、购物以及精致的餐饮场所。 附近的景点包括Signal山、Company...		cape-town	Cape Town	5	\

17733	Big 5 Accommodation	89 2nd Ave Edenvale	1610	Johannesburg	za	-1240261	3.0	ZAR	450	2200		6	28.146694	-26.140767	85204	http://www.booking.com/hotel/za/big-5-accommodation.html	http://aff.bstatic.com/images/hotel/org/188/1887481.jpg	This family-run guest house, situated only minutes from O.R. Tambo International Airport, is close to Johannesburg CBD and offers guests luxurious accommodation near Edenvale.	Cette guest house de gestion familiale, située à quelques minutes de l'aéroport international OR Tambo, est proche du quartier des affaires de Joburg et propose un hébergement de luxe près d'Evendale.	Este hostal de gestión familial, situado a sólo unos minutos del aeropuerto internacional O. R. Tambo, está cerca del distrito financiero de Johannesburgo. Ofrece un alojamiento de lujo cerca de Edenvale.		Dit pension wordt door een familie gerund en ligt op slechts enkele minuten van de internationale luchthaven O.R. Tambo. Het ligt dicht bij zakendistrict van Johannesburg en biedt luxueuze accommodatie nabij Edenvale.			O・R・タンボ国際空港（O.R. Tambo International Airport）からわずか数分の場所に立地する家族経営のゲストハウスです。ヨハネスブルグ中心業務地区とEdenvaleの近くにあり、豪華な客室を提供しています。  全ての主要な高速道路から容易にアクセスできるBig 5...	这间家庭经营的酒店位于Edenvale附近，距离O.R. Tambo国际机场仅几分钟路程，紧邻约翰内斯堡CBD，为客人提供豪华的住宿。  Big 5 Accommodation酒店可从所有主要的高速公路便利到达，欢迎追求宾至如归感觉的游客入住。早晨您可在客房中享用丰盛的早餐。在床上阅读完报纸后，可享受一次专业的按摩服务，或者参加由酒店组织的观光旅游。  每间客房均以酒店的5大动物之一为主题布置。...		johannesburg	Johannesburg	5	\

15357	The Lazy Lizard Bed & Breakfast	11 Otto du Plessis Service Road	7441	Bloubergstrand, Cape Town	za	900040111	0.0	ZAR	460	3000		7	18.4865570068359	-33.8196596264969	44223	http://www.booking.com/hotel/za/the-lazy-liard-bed-breakfast.html	http://aff.bstatic.com/images/hotel/org/200/2009205.jpg	Located near one of Cape Town’s most well-known beaches – the Bloubergstrand, this rustic bed and breakfast welcomes guests to escape the hustle and bustle of every-day life.										bloubergrant	Bloubergrant	5	\

